File,ChangedLines,BeforeMarkers,AfterMarkers,BeforeViet,AfterViet
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-03-inspection-measurement.html",1,3,2,157,157
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-04-ncr-capa.html",1,3,2,169,169
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-05-supplier-subcon.html",1,3,2,142,142
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-06-daily-management.html",1,6,5,126,126
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-07-training-cert.html",1,3,2,130,130
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g0-rfq-quote.html",1,4,3,172,172
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g1-contract-kickoff.html",1,4,3,151,151
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g2-engineering-release.html",1,4,3,140,140
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g3-production-fai-release.html",1,4,3,144,144
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g4-final-ship-packet.html",1,4,3,154,154
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g5-closeout-billing.html",1,4,3,145,145
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\04-Templates-Tools\certificate-template.html",1,4,3,351,351
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\04-Templates-Tools\competency-metrics.html",1,2,1,90,90
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\04-Templates-Tools\evidence-naming-rule.html",8,26,4,225,204
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\04-Templates-Tools\qms-ops-map.html",1,4,3,312,312
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\04-Templates-Tools\trainee-workbook.html",2,15,6,717,725
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\04-Templates-Tools\trainer-guide.html",1,5,4,450,450
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\11-Glossary\dict-data.js",1,2344,2343,177024,177024
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\11-Glossary\index.html",1,3,2,345,345
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\assets\style-v9.css",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\assets\style.css",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\assets\style_scoped.css",1,1,0,0,0
